Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
612,3,725,111,13,65,40,0
934,3,990,85,17,127,63,1
3890,4,390,112,8,24,5,0
3405,3,755,80,17,196,33,1
766,4,420,110,16,4,24,0
1495,3,425,175,2,38,2,0
5222,3,1105,111,10,62,7,0
706,3,555,65,17,30,42,1
3842,4,365,70,17,4,12,0
2081,3,465,180,2,22,2,0
1062,3,905,130,17,23,84,1
2790,4,455,80,17,162,67,1
652,3,525,81,1,1,63,0
2423,3,690,190,2,86,6,0
3669,3,1290,165,14,183,73,0
450,4,440,179,5,72,35,0
6853,3,607,68,7,231,6,1
1800,4,390,112,1,86,1,0
180,3,1220,91,13,228,18,0
51,3,1088,87,3,8,213,1
4295,3,750,110,8,82,249,1
355,3,1010,195,2,71,46,0
323,3,1080,130,16,88,30,1
1054,3,1030,158,4,25,7,0
883,4,440,180,17,223,77,1
1585,3,690,154,1,53,13,1
6490,3,909,86,7,196,15,0
971,3,390,55,17,4,46,0
532,4,50,145,2,4,2,0
2026,4,445,121,11,102,60,1
698,3,950,70,17,202,15,1
4161,3,565,117,8,171,62,0
3763,3,1080,70,17,30,169,1
3015,4,340,59,11,78,0,0
572,4,455,85,17,228,18,1
3584,3,725,165,14,16,2,0
2397,3,685,95,17,103,50,0
2774,3,1355,75,14,71,72,0
2888,3,820,160,17,86,128,1
350,3,735,145,17,22,128,1
3970,3,390,68,8,41,26,0
505,3,1190,115,13,103,24,1
157,3,484,104,13,205,18,0
6335,3,960,210,9,15,26,0
1413,3,805,110,17,202,12,1
4136,3,1210,80,14,135,6,0
1993,3,1135,136,1,80,1,0
94,3,1280,166,1,1,8,1
1496,4,60,162,0,4,0,0
464,3,1260,82,13,65,79,0
717,3,847,87,15,62,25,1
6673,3,495,43,7,0,129,0
1557,3,1191,134,4,130,43,1
861,3,600,368,3,55,14,0
2392,4,390,119,11,216,0,0
2618,3,506,138,11,102,84,1
2269,3,715,75,11,97,0,0
62,3,525,102,15,54,20,0
1155,3,695,265,2,15,2,1
429,3,990,145,17,6,48,1
2305,3,405,90,4,103,4,0
5605,3,505,85,10,54,132,0
2927,3,1345,92,12,108,27,0
988,4,379,127,13,35,24,0
5513,3,860,65,10,171,191,1
767,3,635,65,17,128,65,1
1804,3,900,194,4,72,5,0
1687,3,1215,121,1,108,37,0
967,3,575,85,17,28,49,0
3298,4,430,65,14,71,61,0
581,3,405,157,3,228,8,0
1381,3,1145,190,17,73,45,1
1290,4,431,94,5,85,35,0
2524,3,1060,515,4,11,7,1
6815,3,862,85,7,264,18,0
3764,3,625,97,8,143,5,1
1479,3,845,150,2,54,2,0
2944,3,425,157,12,73,1,1
180,3,985,310,2,2,9,0
2200,3,850,165,2,4,2,0
4359,3,675,70,14,65,68,0
2282,3,795,210,2,0,2,1
6758,3,1166,141,7,73,24,0
568,3,525,352,0,14,33,1
3658,3,705,165,17,6,64,0
7812,3,1185,59,7,5,74,1
4163,3,940,85,14,130,6,1
2984,3,1170,68,11,102,50,0
4127,3,405,123,8,93,42,0
6315,3,449,74,7,0,115,0
3925,3,910,90,14,109,6,1
733,3,985,265,17,4,13,1
5326,3,990,72,10,140,7,1
1321,3,860,80,17,205,64,1
300,3,1225,133,3,21,18,0
2922,3,1050,95,14,77,2,0
1436,3,700,135,2,71,1,0
709,3,860,155,17,126,47,1
2773,3,520,67,12,1,177,0
4766,3,713,92,7,190,4,0
7115,3,1323,74,10,129,9,1
118,3,654,95,15,23,7,0
6993,3,1059,67,7,190,24,0
3742,3,1080,110,17,23,49,1
2727,3,590,80,12,1,55,0
2379,3,1229,147,11,14,84,0
614,3,1030,150,17,30,77,1
3079,3,1005,98,11,64,60,0
2488,3,977,138,11,102,1,1
2657,3,550,380,4,82,45,0
4249,3,810,110,8,56,27,0
535,3,680,133,13,54,6,1
41,3,567,342,13,0,23,1
871,4,372,118,13,103,24,0
6684,3,360,110,7,171,6,0
1249,4,375,100,5,15,20,0
3306,3,1035,215,17,4,70,1
2560,3,1200,119,4,183,7,1
1082,3,772,123,4,54,5,0
1382,3,920,115,17,41,41,1
5405,3,1080,83,10,93,40,0
6,3,953,95,5,82,113,1
2850,3,951,69,11,78,0,0
269,3,1210,160,17,22,169,1
1646,3,50,212,4,1,7,1
6940,3,585,54,7,65,70,1
1013,3,395,155,17,55,12,0
149,3,902,167,0,72,0,0
1,3,485,187,5,82,37,1
2879,3,675,60,17,2,33,0
691,3,825,62,3,173,3,1
16,3,976,282,1,1,9,1
869,3,494,176,13,6,18,0
1548,3,930,125,17,21,47,1
2842,3,705,150,14,71,188,1
1229,3,950,120,17,30,49,1
634,3,1100,110,17,30,84,1
366,3,810,249,0,21,0,0
2004,3,1005,65,17,2,33,1
1584,4,360,160,2,4,2,0
345,4,446,142,13,53,6,0
261,3,485,115,15,16,40,0
4722,3,985,109,7,230,10,1
6845,3,819,82,7,0,102,0
2756,3,450,135,4,54,9,0
7,4,395,95,17,103,50,0
406,3,525,70,17,4,12,1
351,3,1260,170,2,71,33,1
6346,3,811,61,7,167,18,0
2856,3,770,135,14,29,2,0
511,3,406,88,1,228,12,0
641,3,525,74,1,1,46,0
1762,3,620,170,17,6,5,1
734,4,350,129,4,103,7,0
463,3,1170,162,3,2,3,0
232,3,390,154,3,21,45,0
775,3,745,150,2,183,195,0
749,3,520,120,4,5,45,1
4177,3,547,142,8,82,51,1
2116,3,420,65,1,83,35,0
704,3,500,65,17,196,88,1
1725,3,1175,145,2,135,2,0
3936,4,430,80,8,185,5,0
647,3,360,105,17,1,24,1
510,4,390,143,16,205,24,0
622,3,1025,111,13,65,40,1
342,3,750,195,2,71,59,1
5127,3,635,89,10,147,7,1
245,4,440,320,17,30,12,1
1117,3,765,120,17,137,22,1
5363,3,1290,64,10,54,138,1
5944,3,602,95,11,135,20,1
5975,4,402,72,11,65,79,0
1625,3,510,325,2,187,2,0
7038,3,765,78,7,51,18,0
2868,3,966,66,12,248,12,1
448,3,1045,210,17,4,48,1
5398,3,840,76,10,188,7,0
167,3,1075,65,17,197,56,1
2409,3,1092,124,11,64,43,1
1466,3,1055,80,17,41,76,1
4800,4,410,115,7,5,15,1
1772,3,569,175,1,108,2,1
1414,3,870,65,17,1,33,1
1458,3,1329,114,1,108,9,1
1341,4,435,285,2,65,18,0
819,4,420,162,13,14,6,0
6879,4,426,81,7,0,102,1
3698,3,1160,160,14,136,19,1
4849,3,1165,119,7,25,26,0
696,3,610,90,15,54,96,1
6865,3,1114,138,7,6,230,0
4333,3,1165,114,8,54,180,1
1230,3,1410,215,2,21,2,1
4961,3,993,84,10,282,7,1
6529,4,415,177,7,125,6,0
1596,3,1060,125,4,130,43,0
130,3,730,95,17,60,15,0
6411,3,869,61,7,167,15,0
733,3,824,165,13,6,18,0
1537,3,840,235,17,205,48,1
6762,3,880,142,7,170,24,0
5132,3,570,72,10,104,7,0
5394,3,1310,119,10,54,131,1
667,3,920,237,3,73,64,0
646,3,435,250,17,133,48,1
534,3,1005,135,17,1,67,1
973,3,635,145,17,6,49,1
1572,3,667,56,0,73,0,0
827,3,980,80,17,126,24,1
257,3,1055,45,17,162,62,1
157,3,735,34,6,193,11,1
3742,3,820,105,8,87,9,0
1472,3,505,75,17,2,12,0
4,3,680,140,17,1,18,1
3676,3,685,160,14,183,68,0
2904,3,1155,125,14,160,2,0
2968,3,1000,95,17,5,12,0
1095,3,345,127,4,84,7,0
2229,3,1200,185,4,130,19,1
958,3,615,135,17,205,24,0
1621,3,400,158,15,53,13,1
1929,3,455,90,2,0,15,0
4492,3,785,56,7,208,10,0
2029,3,400,217,4,127,4,0
74,3,824,125,4,130,7,1
5354,3,704,95,10,153,7,1
1277,3,606,96,15,22,44,0
1482,3,905,109,4,5,63,1
3534,3,390,80,14,42,2,0
6441,3,665,159,7,6,124,0
7129,3,1152,101,10,68,20,0
1889,3,360,103,4,136,7,0
6292,3,1126,65,7,2,129,0
2702,3,385,94,12,167,12,0
438,3,1190,65,2,23,19,0
3672,3,435,155,14,138,19,0
2333,4,445,177,11,102,5,0
106,4,317,36,6,11,14,0
1032,3,370,180,2,7,2,0
1105,4,370,215,17,4,48,1
879,3,425,70,2,123,2,0
331,4,350,145,15,53,7,0
498,3,1082,119,13,6,2,0
2963,3,860,151,4,25,7,1
3615,3,520,170,14,183,51,0
423,3,1165,71,0,102,86,1
2439,3,660,110,4,88,7,0
660,3,501,121,13,4,24,0
1253,3,840,101,5,15,20,1
529,3,660,159,3,233,3,0
627,3,1270,123,1,1,47,0
662,3,895,78,1,1,63,0
706,3,1077,111,13,1,24,0
394,4,399,216,13,4,6,0
417,3,1170,125,2,44,2,0
226,3,665,80,17,53,99,0
1074,3,839,159,4,5,4,1
6325,3,1035,86,9,65,27,1
1873,3,925,126,4,130,26,1
1069,3,635,65,17,137,68,1
6462,3,910,102,9,82,35,0
46,3,1240,69,3,261,34,1
151,3,370,95,3,3,57,0
2824,3,974,45,12,1,66,0
185,3,675,34,6,193,11,0
455,3,510,97,1,1,10,0
1486,3,1005,150,17,84,12,1
328,3,1065,128,0,14,1,1
1096,3,880,170,17,4,43,1
705,3,445,65,17,1,83,0
2222,3,505,86,4,54,1,0
744,3,1035,210,2,71,25,1
1979,3,530,80,17,205,64,1
6459,3,779,129,9,14,27,1
1746,3,500,75,17,30,51,1
1507,3,1095,190,2,86,2,0
1878,3,453,80,4,43,7,1
2264,3,575,75,17,30,99,1
2408,3,55,170,2,2,2,0
6329,3,420,86,7,0,91,0
4942,4,360,112,10,38,40,0
608,3,457,91,13,103,6,0
1254,3,580,108,4,54,92,1
2376,3,985,120,17,1,64,0
4625,3,360,100,14,83,42,0
91,4,383,393,13,14,18,0
742,3,361,184,5,187,13,0
2519,3,820,117,4,137,7,0
623,3,952,125,13,88,6,0
1294,3,1075,140,2,102,19,0
5952,3,1015,134,11,41,6,1
6497,3,362,144,7,189,24,0
1962,3,1165,47,12,214,11,1
6484,3,837,165,7,121,24,0
623,3,1000,220,2,30,2,1
3332,4,350,70,14,107,2,0
511,3,985,140,17,137,35,1
397,3,1005,157,1,4,2,0
108,3,930,93,4,22,7,1
1669,4,450,65,17,107,83,0
6319,3,975,120,9,131,35,1
1256,3,680,195,17,72,48,1
72,3,581,139,5,22,9,0
2495,3,1150,180,2,130,2,1
1851,4,360,80,17,7,47,0
1613,3,1185,88,4,108,7,0
388,4,449,247,13,23,24,0
703,3,385,60,17,197,67,0
6573,3,687,51,7,6,263,1
2842,3,515,136,4,54,39,0
3825,3,1020,66,8,113,26,0
833,3,1140,230,17,2,48,1
978,3,790,300,17,137,18,1
1145,3,445,100,4,54,86,0
734,3,385,105,17,6,43,1
2445,3,1230,261,4,136,33,1
1139,3,1080,250,0,14,2,1
1073,3,705,231,4,25,8,1
3450,3,360,70,14,141,2,0
2914,3,1050,160,11,103,39,0
2939,3,1205,164,11,14,52,1
1047,3,665,105,4,54,60,0
5335,3,1015,61,10,139,7,0
5317,3,810,54,10,54,90,1
1245,3,1080,70,2,22,19,1
1310,4,405,70,17,30,82,0
2258,3,490,150,2,71,73,0
3087,3,1170,99,11,83,51,0
1495,3,580,221,0,102,15,1
6686,3,370,73,9,128,27,0
4059,3,1195,50,14,65,186,0
765,3,705,95,17,4,21,0
572,3,877,150,13,55,24,0
6334,3,1242,134,7,71,6,1
1572,3,587,93,4,23,7,0
5988,3,455,71,11,65,51,0
2015,3,970,125,4,129,7,0
3060,4,370,75,17,2,12,0
817,4,440,85,17,1,87,0
108,4,302,41,6,11,16,0
684,3,1055,80,17,1,15,1
1004,3,420,122,4,123,7,1
593,3,965,235,2,65,12,1
2849,3,885,110,14,71,228,0
1052,3,715,73,4,46,7,0
2822,3,1150,83,12,169,12,0
612,3,1150,140,16,6,70,0
1221,3,1040,75,17,53,73,1
2916,3,545,129,11,102,109,0
5984,3,360,95,11,70,20,0
1260,3,384,110,4,173,10,1
2823,3,790,56,12,1,66,0
2176,3,1215,60,17,4,87,1
224,4,455,250,15,16,33,0
2042,3,385,150,2,71,37,0
1215,3,360,210,2,88,2,0
2252,4,406,84,11,56,51,0
1440,3,360,74,1,44,1,0
657,3,460,384,1,53,18,0
7068,3,1057,88,10,129,111,0
2697,3,510,75,17,34,41,0
59,3,536,337,13,0,16,0
1698,3,365,170,2,5,2,0
262,3,700,125,15,88,30,0
3779,4,380,67,8,210,26,0
2043,3,435,161,4,14,7,0
3936,3,1280,75,17,4,54,1
6241,3,657,84,7,233,18,0
2297,4,420,115,17,23,49,1
4414,4,370,95,14,131,9,0
234,4,388,107,15,56,7,0
2626,3,340,118,4,72,7,0
7801,3,495,60,7,5,167,1
1339,3,1215,260,2,65,45,0
3511,3,885,110,17,2,10,1
109,4,360,180,17,28,24,0
7294,3,334,46,12,61,6,0
3742,3,1160,260,17,44,33,1
3648,3,890,160,14,136,19,0
4207,3,1315,110,8,25,150,0
5891,3,1100,60,11,121,6,0
796,4,373,69,13,131,20,0
5106,3,988,96,10,155,7,1
619,3,1080,135,15,28,30,0
1141,3,670,60,17,197,65,1
4598,3,1215,90,14,131,25,0
1930,3,820,99,4,54,73,1
4013,3,810,100,8,88,27,1
1234,3,480,55,2,183,76,0
493,3,1190,110,1,1,24,0
3801,3,1056,134,8,64,26,1
3762,3,800,70,17,205,33,0
3849,3,1180,115,8,130,39,1
4969,4,450,65,10,48,7,0
156,4,430,100,17,25,48,1
731,3,900,73,15,16,4,1
6616,3,855,84,9,130,119,1
5457,3,1047,63,10,54,89,1
1292,3,530,170,2,228,2,0
1615,3,360,260,2,93,2,0
841,3,1298,84,13,2,18,0
113,4,376,35,6,11,23,0
622,3,810,129,3,55,33,0
6697,3,660,99,9,131,27,0
3270,3,780,95,14,71,132,0
5165,4,350,60,10,104,7,0
1198,3,550,240,17,44,12,0
787,3,1270,105,17,202,12,0
3415,4,455,85,17,133,45,0
1540,3,1225,65,17,1,83,1
542,3,603,149,1,1,2,0
884,4,450,115,2,128,40,0
1766,4,405,100,17,1,10,0
16,3,796,114,13,65,41,0
4066,3,425,80,14,65,79,0
1937,4,370,100,4,30,5,0
2202,3,1055,175,2,187,19,1
2287,3,950,165,17,132,22,1
2005,3,1140,237,4,136,10,1
5531,3,505,92,10,59,7,0
6965,3,361,109,7,188,6,0
956,3,1145,285,17,137,15,1
6660,3,980,74,7,2,135,1
384,3,630,105,17,137,20,1
2650,3,807,114,4,21,10,1
709,3,655,75,17,64,48,1
933,3,1320,71,13,129,42,0
2124,3,670,115,4,54,41,0
5340,3,1078,96,10,142,7,0
52,3,1340,60,3,8,34,1
24,3,800,90,17,197,90,1
7030,3,796,55,7,143,6,1
1048,3,510,75,17,101,41,1
239,3,525,88,15,54,95,0
1308,3,640,70,2,4,15,1
661,4,410,110,17,1,24,0
702,3,680,135,17,126,60,1
401,3,420,145,16,6,15,0
2617,4,455,102,12,171,1,0
2882,3,1180,122,11,44,39,1
752,3,1300,196,0,102,10,0
544,3,810,135,1,1,2,0
1814,3,1160,165,17,22,99,1
6900,3,437,90,7,65,109,1
1175,3,945,145,2,71,4,1
260,3,1316,139,13,129,13,0
555,3,985,170,3,169,3,1
4661,3,1020,160,14,83,7,0
6367,3,725,87,9,54,27,1
3901,3,630,95,14,85,6,1
1231,3,420,185,17,223,76,0
7212,3,1197,72,12,134,20,0
596,3,1210,37,6,11,14,0
6295,3,675,53,9,136,84,0
3974,3,390,82,8,63,5,0
5227,3,1140,69,10,54,138,0
1091,3,960,185,2,71,45,1
2038,3,960,70,17,75,41,1
1303,3,500,170,2,23,2,0
1419,3,1040,170,17,84,33,1
7774,3,1078,77,7,181,10,0
6232,4,365,77,7,94,33,0
2454,3,1355,60,2,71,56,0
7288,3,888,129,12,54,6,1
2887,3,482,76,11,14,41,0
1370,3,815,245,17,103,47,1
1100,3,510,165,15,75,85,0
6431,3,1218,197,7,39,15,0
4753,3,680,95,7,25,199,1
6952,3,1093,71,7,79,6,1
4839,3,510,104,7,5,83,1
2345,3,1030,155,2,65,2,1
2715,3,960,50,12,60,12,0
1773,3,965,115,4,54,19,0
4859,3,1100,104,7,141,4,0
860,3,745,125,17,30,30,1
897,4,445,80,17,1,63,0
1497,3,460,106,1,28,1,1
694,3,970,125,17,137,22,1
358,3,1290,301,5,233,9,1
381,3,587,280,13,65,21,1
2035,3,455,158,11,102,73,0
86,3,1215,98,0,14,51,1
1095,3,940,98,1,131,22,1
1279,3,815,65,17,30,59,1
376,3,762,168,5,72,25,0
1934,3,1130,90,2,71,43,0
1940,3,1335,112,1,108,169,0
1480,4,435,269,4,0,7,0
2208,3,730,105,4,54,20,0
1983,4,300,135,1,15,1,0
6943,3,1016,91,7,169,18,0
128,4,420,270,17,137,15,0
914,3,705,150,17,23,61,1
517,3,1050,125,17,1,47,1
3934,3,1240,100,14,65,189,1
1747,3,600,60,17,58,61,0
592,3,460,115,2,124,2,0
2931,3,365,118,4,83,5,0
2053,3,412,153,4,18,7,1
2577,3,1040,169,11,36,0,0
618,3,835,75,17,2,47,0
1451,3,960,195,17,1,90,1
4157,3,1120,105,14,44,6,1
6535,3,904,74,7,0,115,0
1163,3,620,150,17,4,56,0
1116,3,390,72,0,14,35,0
5334,3,574,62,10,54,209,0
3950,3,1025,85,17,80,41,1
724,3,705,193,16,6,40,0
220,3,445,126,3,21,18,0
3030,3,390,59,11,78,0,1
567,3,860,100,17,15,22,1
3073,3,877,73,7,128,30,1
4946,3,360,50,10,139,7,0
3064,3,1195,45,14,205,15,0
641,3,540,135,13,30,6,0
6301,3,855,160,9,136,2,1
7098,3,526,102,10,65,147,1
6582,3,960,93,7,0,170,0
1106,3,480,210,2,71,35,1
1150,4,420,156,15,135,85,0
1288,3,1015,100,2,28,2,1
183,3,1130,265,0,15,0,1
1523,3,1215,280,2,65,18,0
1949,3,480,85,17,23,90,0
1732,3,812,113,4,86,7,1
829,3,1270,115,2,71,120,1
2189,3,1195,85,17,80,22,1
3863,3,465,120,8,38,26,1
5959,3,525,94,11,129,44,0
6636,3,1050,165,7,6,51,1
3914,3,360,105,14,45,6,0
4687,3,700,90,14,131,9,1
652,4,360,235,1,135,12,0
193,3,1115,320,17,30,12,1
2363,3,449,209,11,14,98,0
6602,3,720,114,9,38,40,0
1183,3,405,135,4,87,7,0
351,3,660,65,17,4,45,1
1657,3,935,80,17,5,33,1
2646,3,420,208,4,1,7,0
790,4,385,144,16,55,24,1
1664,3,460,96,4,128,4,0
111,3,1245,220,3,21,34,0
516,3,1110,160,3,21,63,0
78,3,840,165,4,22,9,0
453,3,610,81,15,28,7,0
1823,4,405,175,2,65,77,0
1116,3,810,355,17,93,33,1
2259,3,495,190,4,93,4,0
356,3,863,157,13,21,24,0
181,3,771,49,6,214,11,0
1562,3,819,127,0,102,85,1
613,3,1075,200,2,82,19,1
1434,3,614,86,5,230,18,0
573,3,540,240,15,16,12,0
1571,3,1115,204,4,82,19,0
619,3,550,163,3,4,3,0
234,3,388,107,15,56,7,0
1963,3,720,164,4,88,4,1
2968,3,1165,85,17,205,47,1
5370,3,1320,78,10,88,59,0
1151,3,855,250,4,25,18,0
3028,3,1065,60,14,2,135,0
1210,3,600,274,4,5,35,0
866,3,1430,237,0,21,0,0
4749,3,913,98,7,5,46,1
4226,3,1040,60,14,284,6,1
6684,4,360,110,7,171,6,0
1511,4,330,80,4,37,5,0
6838,3,968,82,7,0,102,0
756,4,348,158,13,0,24,0
5160,3,435,102,10,57,7,0
1071,3,580,229,1,53,38,0
4261,3,880,115,14,123,6,1
91,3,383,393,13,14,18,0
1688,3,720,125,4,130,26,1
690,3,750,70,17,30,169,1
1672,3,1110,155,2,71,19,1
1386,3,740,250,2,21,6,0
1822,3,875,130,2,71,124,0
6826,4,370,35,7,172,18,0
5175,3,940,75,10,152,7,0
1396,3,1070,160,2,71,92,1
1125,3,375,116,4,157,7,0
2987,3,715,75,17,30,99,1
904,3,774,64,5,82,35,1
1235,4,365,125,5,15,42,0
414,3,1180,85,17,127,63,0
2619,3,1085,91,12,108,49,0
6556,3,905,135,9,136,86,1
5110,3,1318,86,10,54,192,0
2613,4,390,64,4,70,7,0
1298,3,1304,316,4,203,15,0
12,3,720,169,5,72,9,1
3327,3,955,95,14,159,2,0
580,3,410,230,0,4,51,0
146,3,520,37,6,11,14,0
1255,3,815,75,17,126,12,0
4395,3,620,130,14,44,25,0
673,4,450,55,17,39,117,0
1755,3,1200,70,17,202,15,0
6475,3,1130,77,7,248,15,1
6433,3,1160,205,7,71,15,0
7,3,1110,375,3,14,3,1
1334,3,430,125,17,131,48,0
1385,3,770,60,17,233,33,0
472,3,376,245,13,127,6,0
6837,3,588,62,7,191,24,1
1071,4,400,83,4,16,4,0
1415,3,990,170,2,23,2,1
620,4,420,199,5,162,9,1
6512,4,455,126,7,2,120,0
1155,3,890,150,15,132,70,0
1590,3,820,140,17,103,41,1
6983,3,1141,80,7,94,33,1
1559,3,570,74,1,85,22,1
1871,3,475,190,2,86,2,0
6967,3,1092,28,7,264,91,0
852,3,748,96,13,0,45,0
860,3,1090,85,17,228,21,1
2919,3,345,58,11,97,0,0
3512,3,440,90,17,5,24,0
2946,3,395,169,4,102,4,1
4455,3,960,90,14,82,40,0
272,3,442,92,13,0,15,0
1899,3,910,67,4,54,49,0
371,3,1010,135,17,75,13,1
1008,3,515,180,2,205,2,0
2673,4,395,185,4,83,26,0
1438,3,706,209,15,22,4,0
1273,3,565,220,2,71,54,1
1798,3,900,179,4,72,25,0
675,4,362,113,13,101,6,0
1301,3,360,105,4,135,7,0
2892,3,1025,90,17,137,43,1
260,3,784,296,13,21,20,0
840,4,375,120,17,6,12,0
1291,3,990,107,1,108,76,0
828,4,450,255,2,202,6,0
2760,3,810,159,11,102,4,0
272,4,442,92,13,0,15,0
1334,3,530,285,17,137,21,1
447,3,1075,205,5,15,76,0
6283,3,1175,52,7,2,252,0
4268,3,870,85,8,171,160,0
1525,3,564,223,1,108,24,1
261,3,364,95,13,0,15,0
780,3,785,140,17,128,13,1
1180,3,960,75,17,7,12,1
2287,3,1145,85,17,53,42,1
1783,3,830,176,5,82,13,1
1626,3,1063,141,15,22,22,1
1533,3,1160,75,17,125,56,1
4257,3,735,135,8,15,42,0
324,3,1315,95,2,71,49,0
3382,3,1150,120,14,71,104,0
1033,3,965,210,2,183,6,1
4676,3,685,65,14,82,35,0
7032,3,771,70,7,2,28,0
2740,3,1010,85,14,97,2,0
2435,3,492,116,11,102,52,0
5473,3,1227,107,10,54,139,1
427,3,1049,214,4,54,38,1
1694,3,475,148,1,23,22,0
5582,3,831,61,10,54,141,1
689,3,366,185,0,130,0,0
454,4,360,150,3,21,15,0
2026,3,570,81,1,88,35,1
1855,3,510,170,2,83,60,0
3212,3,690,70,14,71,65,1
4301,3,420,105,8,135,42,0
6909,3,812,117,7,258,18,0
2581,4,360,84,4,138,7,0
1841,4,420,150,2,138,2,0
6402,3,1137,87,7,178,18,0
49,3,925,100,17,126,50,1
3020,3,555,65,14,94,15,0
939,3,805,130,2,131,19,1
7764,3,567,61,7,180,10,1
119,3,977,93,13,0,15,0
1382,3,1255,170,2,183,39,1
956,3,985,113,13,65,41,0
705,3,790,110,17,123,24,1
6322,3,589,45,7,205,15,1
1175,4,405,105,17,228,47,1
2916,3,1070,161,4,73,4,0
6669,3,970,106,9,73,26,0
2907,3,1184,125,12,1,172,0
1570,3,615,90,4,128,7,1
1809,3,710,123,1,108,85,1
7028,3,460,50,7,124,24,0
1575,3,425,115,4,135,7,0
425,3,940,270,2,65,3,0
1030,3,990,65,2,71,98,0
1926,4,445,122,1,22,40,0
84,3,360,113,15,72,7,0
5251,3,966,104,10,156,7,1
8,3,405,101,13,228,18,1
1143,3,525,105,2,71,109,0
220,3,1245,250,15,16,33,1
2585,3,495,220,2,15,19,0
3031,3,700,176,11,108,0,1
1618,3,545,130,17,1,62,1
130,3,1206,89,15,23,7,0
1210,4,390,185,1,71,22,0
329,3,846,78,4,38,7,0
4657,3,780,125,14,54,25,0
149,4,422,286,13,65,18,1
1735,3,995,103,1,108,13,1
3353,3,1045,70,14,71,71,1
1888,4,410,125,2,71,52,0
6682,4,360,142,7,170,24,0
2294,3,820,129,4,54,22,1
1518,3,330,84,4,22,7,0
29,3,400,116,15,137,7,0
5484,3,605,67,10,54,44,1
2459,3,455,120,17,6,33,1
1989,3,1140,95,2,28,2,1
964,3,445,240,17,21,48,1
307,3,420,86,3,169,18,0
1569,3,735,215,17,128,12,1
1248,3,350,130,4,102,7,1
7344,3,1108,101,10,240,7,0
2643,3,360,80,17,127,15,1
4952,3,660,71,10,54,134,1
2891,3,1010,120,14,71,104,0
775,3,980,250,17,137,33,1
5159,3,1180,60,10,171,141,0
4042,3,425,105,14,113,6,0
4258,3,1180,71,8,130,283,0
6544,3,1160,108,9,101,9,0
2318,3,810,96,4,22,7,1
561,3,740,65,17,4,15,0
488,3,590,81,1,2,12,0
3987,3,480,89,8,70,26,0
4196,4,340,57,8,70,7,1
2790,3,920,78,12,1,36,0
1766,3,695,248,0,21,0,1
871,3,1030,90,17,205,18,0
5063,3,951,150,10,54,109,1
2387,4,350,129,4,16,7,0
1740,3,650,83,4,4,10,0
781,3,495,75,17,127,46,0
6664,3,523,123,7,220,24,0
773,3,495,230,15,4,7,0
609,3,490,85,17,1,15,0
632,3,960,208,0,102,25,1
146,3,795,153,0,102,6,0
6458,3,1142,78,7,2,66,1
2944,4,425,157,12,73,1,0
2625,3,556,68,12,131,1,0
6387,3,1283,77,7,0,177,0
624,3,1170,94,0,64,39,1
390,3,756,180,0,5,0,1
658,4,380,108,3,55,64,0
283,3,1245,150,17,6,63,1
4362,3,760,80,14,130,6,1
1602,3,1189,48,1,108,42,0
3049,3,420,50,14,205,15,0
2136,3,1020,72,1,83,35,1
5125,3,715,103,10,54,51,0
535,3,621,34,6,193,11,0
712,3,1220,85,13,2,18,0
674,3,810,170,17,22,99,1
4338,3,940,80,14,65,5,1
1330,3,795,95,2,71,184,1
16,4,378,244,13,205,6,0
5014,4,330,132,10,45,7,0
1598,3,405,204,0,228,0,1
7347,3,783,124,10,45,7,0
2416,3,540,164,11,14,134,0
97,3,470,81,1,53,73,0
1353,3,1020,255,2,82,2,1
408,3,470,206,0,102,39,0
2473,3,503,125,4,54,19,0
5214,3,590,112,10,54,51,1
6626,3,1195,114,9,130,147,0
1663,3,445,150,17,23,22,1
108,3,1160,65,17,42,50,1
639,3,1020,233,1,65,12,0
2405,4,350,115,4,53,5,0
2324,4,445,140,2,71,6,0
473,3,708,181,16,132,30,1
686,3,1036,119,15,45,7,0
3132,3,401,108,11,108,39,0
1310,3,1040,85,4,135,5,0
2924,3,375,148,12,73,12,0
1184,3,1110,68,1,30,22,1
7117,4,360,116,10,142,6,0
1089,3,940,136,1,53,52,0
1589,3,575,121,4,53,5,1
58,4,444,121,13,134,6,0
5409,3,1152,123,10,54,142,0
4609,3,590,170,7,5,62,1
500,3,875,175,2,205,2,1
3056,3,795,88,11,102,156,0
6917,4,330,65,7,51,21,0
4390,3,1070,130,14,83,5,0
370,3,819,32,6,193,16,0
2405,3,515,75,4,130,30,1
5258,3,450,157,10,71,5,0
2665,3,1190,109,11,130,39,0
6488,3,566,178,9,83,52,1
4684,3,660,65,14,88,42,0
5589,3,1094,80,10,140,7,1
669,3,1319,101,4,54,85,1
1096,3,380,250,2,205,6,0
2161,3,1140,150,4,53,7,1
2910,3,780,130,14,48,2,0
6272,3,985,50,9,136,68,1
581,4,405,157,3,228,8,0
55,3,1141,89,5,68,9,0
1329,3,840,180,4,130,19,1
127,4,435,78,5,134,9,0
3268,4,410,45,14,234,2,0
5024,3,1055,54,10,54,159,0
1426,3,495,65,17,197,168,1
3762,3,715,115,17,125,45,0
1940,3,690,340,4,0,9,1
836,3,510,160,2,71,40,0
